C�DIGO;C�DIGO �RG�O;ANO M�S;C�DIGO RUBRICA;DESC RUBRICA;N�MERO SEQUENCIAL;VALOR;REND/DESC/TOTAL:
1;57202;200511;98015;CONT P.SEGURIDADE SOCIAL APOS;0;1188,83;2
1;57202;200511;99001;IMPOSTO DE RENDA RETIDO FONTE;0;2881,36;2
1;57202;200511;182;ADIANT.GRATIF.NATALINA - AP;0;7395,64;2
1;57202;200511;181;GRATIFICACAO NATALINA - AP;0;13475,7;1
1;57202;200511;9802;CONTR.PSS-GRATIF. NATALINA -AP;0;1188,83;2
1;57202;200511;99003;IRRF - 13  SAL./GRAT.NATALINA;0;2881,36;2
1;57202;200511;99997;TOTAL BRUTO;0;26951,40;3
1;57202;200511;99998;TOTAL DESCONTO;0;15985,61;3
1;57202;200511;99999;TOTAL LIQUIDO;0;10965,79;3
1;57202;200512;30657;GEAP PLANO SAUDE - MENSALIDADE;1;276;2
1;57202;200512;173;OPCAO FUNCAO - APOSENTADO;1;912,53;1
1;57202;200512;30065;ANPPREV - MENSALIDADE;1;69,24;2
1;57202;200512;30065;ANPPREV - MENSALIDADE;2;34,62;2
1;57202;200512;82230;VANT.PEC.INDIVIDUAL-L.10698/03;1;59,87;1
1;57202;200512;5;PROVENTO BASICO;0;6924,1;1
1;57202;200512;31000;GEAP - PLANO SAUDE - PARTIC.;1;90,79;2
1;57202;200512;82107;VPNI ART.62-A LEI 8112/90 - AP;0;1009,3;1
1;57202;200512;18;ANUENIO-ART.244,LEI 8112/90 AP;0;1731,02;1
1;57202;200512;98015;CONT P.SEGURIDADE SOCIAL APOS;0;1188,83;2
1;57202;200512;99001;IMPOSTO DE RENDA RETIDO FONTE;0;2881,36;2
1;57202;200512;984;DECISAO JUDICIAL N TRAN JUG AP;1;2838,88;1
1;57202;200512;99997;TOTAL BRUTO;1;13475,70;3
1;57202;200512;99998;TOTAL DESCONTO;1;4540,84;3
1;57202;200512;99999;TOTAL LIQUIDO;1;8934,86;3
1;57202;200601;30657;GEAP PLANO SAUDE - MENSALIDADE;1;276;2
1;57202;200601;173;OPCAO FUNCAO - APOSENTADO;1;912,53;1
1;57202;200601;30065;ANPPREV - MENSALIDADE;1;69,24;2
1;57202;200601;30065;ANPPREV - MENSALIDADE;2;34,62;2
1;57202;200601;82230;VANT.PEC.INDIVIDUAL-L.10698/03;1;59,87;1
1;57202;200601;5;PROVENTO BASICO;0;6924,1;1
1;57202;200601;31000;GEAP - PLANO SAUDE - PARTIC.;1;79,68;2
1;57202;200601;10289;DECISAO JUDICIAL N TRAN JUG AP;1;2838,88;1
1;57202;200601;82107;VPNI ART.62-A LEI 8112/90 - AP;0;1009,3;1
1;57202;200601;18;ANUENIO-ART.244,LEI 8112/90 AP;0;1731,02;1
1;57202;200601;98015;CONT P.SEGURIDADE SOCIAL APOS;0;1188,83;2
1;57202;200601;99001;IMPOSTO DE RENDA RETIDO FONTE;0;2881,36;2
1;57202;200601;99997;TOTAL BRUTO;0;13475,70;3
1;57202;200601;99998;TOTAL DESCONTO;0;4529,73;3
1;57202;200601;99999;TOTAL LIQUIDO;0;8945,97;3
1;57202;200602;30657;GEAP PLANO SAUDE - MENSALIDADE;1;276;2
1;57202;200602;173;OPCAO FUNCAO - APOSENTADO;1;912,53;1
1;57202;200602;30065;ANPPREV - MENSALIDADE;1;69,24;2
1;57202;200602;30065;ANPPREV - MENSALIDADE;2;34,62;2
1;57202;200602;82230;VANT.PEC.INDIVIDUAL-L.10698/03;1;59,87;1
1;57202;200602;5;PROVENTO BASICO;0;6924,1;1
1;57202;200602;82107;VPNI ART.62-A LEI 8112/90 - AP;0;1009,3;1
1;57202;200602;18;ANUENIO-ART.244,LEI 8112/90 AP;0;1731,02;1
1;57202;200602;98015;CONT P.SEGURIDADE SOCIAL APOS;0;1188,83;2
1;57202;200602;99001;IMPOSTO DE RENDA RETIDO FONTE;0;2881,36;2
1;57202;200602;10289;DECISAO JUDICIAL N TRAN JUG AP;1;2838,88;1
1;57202;200602;99997;TOTAL BRUTO;1;13475,70;3
1;57202;200602;99998;TOTAL DESCONTO;1;4450,05;3
1;57202;200602;99999;TOTAL LIQUIDO;1;9025,65;3
1;57202;200603;30657;GEAP PLANO SAUDE - MENSALIDADE;1;276;2
1;57202;200603;173;OPCAO FUNCAO - APOSENTADO;1;912,53;1
1;57202;200603;30065;ANPPREV - MENSALIDADE;1;69,24;2
1;57202;200603;30065;ANPPREV - MENSALIDADE;2;34,62;2
1;57202;200603;82230;VANT.PEC.INDIVIDUAL-L.10698/03;1;59,87;1
1;57202;200603;5;PROVENTO BASICO;0;6924,1;1
1;57202;200603;10289;DECISAO JUDICIAL N TRAN JUG AP;1;2838,88;1
1;57202;200603;82107;VPNI ART.62-A LEI 8112/90 - AP;0;1009,3;1
1;57202;200603;18;ANUENIO-ART.244,LEI 8112/90 AP;0;1731,02;1
1;57202;200603;98015;CONT P.SEGURIDADE SOCIAL APOS;0;1188,83;2
1;57202;200603;99001;IMPOSTO DE RENDA RETIDO FONTE;0;2841,56;2
1;57202;200603;99997;TOTAL BRUTO;0;13475,70;3
1;57202;200603;99998;TOTAL DESCONTO;0;4410,25;3
1;57202;200603;99999;TOTAL LIQUIDO;0;9065,45;3
1;57202;200604;30657;GEAP PLANO SAUDE - MENSALIDADE;1;276;2
1;57202;200604;173;OPCAO FUNCAO - APOSENTADO;1;912,53;1
1;57202;200604;30065;ANPPREV - MENSALIDADE;1;69,24;2
1;57202;200604;30065;ANPPREV - MENSALIDADE;2;34,62;2
1;57202;200604;82230;VANT.PEC.INDIVIDUAL-L.10698/03;1;59,87;1
1;57202;200604;5;PROVENTO BASICO;0;6924,1;1
1;57202;200604;31000;GEAP - PLANO SAUDE - PARTIC.;1;20,16;2
1;57202;200604;10289;DECISAO JUDICIAL N TRAN JUG AP;1;2838,88;1
1;57202;200604;82107;VPNI ART.62-A LEI 8112/90 - AP;0;1009,3;1
1;57202;200604;18;ANUENIO-ART.244,LEI 8112/90 AP;0;1731,02;1
1;57202;200604;98015;CONT P.SEGURIDADE SOCIAL APOS;0;1188,83;2
1;57202;200604;99001;IMPOSTO DE RENDA RETIDO FONTE;0;2841,56;2
1;57202;200604;99997;TOTAL BRUTO;0;13475,70;3
1;57202;200604;99998;TOTAL DESCONTO;0;4430,41;3
1;57202;200604;99999;TOTAL LIQUIDO;0;9045,29;3
1;57202;200605;30657;GEAP PLANO SAUDE - MENSALIDADE;1;276;2
1;57202;200605;173;OPCAO FUNCAO - APOSENTADO;1;912,53;1
1;57202;200605;30065;ANPPREV - MENSALIDADE;1;69,24;2
1;57202;200605;30065;ANPPREV - MENSALIDADE;2;34,62;2
1;57202;200605;82230;VANT.PEC.INDIVIDUAL-L.10698/03;1;59,87;1
1;57202;200605;5;PROVENTO BASICO;0;6924,1;1
1;57202;200605;31000;GEAP - PLANO SAUDE - PARTIC.;1;69,35;2
1;57202;200605;82107;VPNI ART.62-A LEI 8112/90 - AP;0;1009,3;1
1;57202;200605;18;ANUENIO-ART.244,LEI 8112/90 AP;0;1731,02;1
1;57202;200605;98015;CONT P.SEGURIDADE SOCIAL APOS;0;1174,15;2
1;57202;200605;99001;IMPOSTO DE RENDA RETIDO FONTE;0;2845,59;2
1;57202;200605;10289;DECISAO JUDICIAL N TRAN JUG AP;1;2838,88;1
1;57202;200605;99997;TOTAL BRUTO;1;13475,70;3
1;57202;200605;99998;TOTAL DESCONTO;1;4468,95;3
1;57202;200605;99999;TOTAL LIQUIDO;1;9006,75;3
1;57202;200606;30657;GEAP PLANO SAUDE - MENSALIDADE;1;303,6;2
1;57202;200606;173;OPCAO FUNCAO - APOSENTADO;1;912,53;1
1;57202;200606;30065;ANPPREV - MENSALIDADE;1;69,24;2
1;57202;200606;30065;ANPPREV - MENSALIDADE;2;34,62;2
1;57202;200606;82230;VANT.PEC.INDIVIDUAL-L.10698/03;1;59,87;1
1;57202;200606;5;PROVENTO BASICO;0;6924,1;1
1;57202;200606;31000;GEAP - PLANO SAUDE - PARTIC.;1;88,36;2
1;57202;200606;30065;ANPPREV - MENSALIDADE;9;20;2
1;57202;200606;182;ADIANT.GRATIF.NATALINA - AP;1;6737,85;1
1;57202;200606;10289;DECISAO JUDICIAL N TRAN JUG AP;1;2838,88;1
1;57202;200606;82107;VPNI ART.62-A LEI 8112/90 - AP;0;1009,3;1
1;57202;200606;18;ANUENIO-ART.244,LEI 8112/90 AP;0;1731,02;1
1;57202;200606;98015;CONT P.SEGURIDADE SOCIAL APOS;0;1174,15;2
1;57202;200606;99001;IMPOSTO DE RENDA RETIDO FONTE;0;2845,59;2
1;57202;200606;99997;TOTAL BRUTO;0;20213,55;3
1;57202;200606;99998;TOTAL DESCONTO;0;4535,56;3
1;57202;200606;99999;TOTAL LIQUIDO;0;15677,99;3
1;57202;200607;30657;GEAP PLANO SAUDE - MENSALIDADE;1;303,6;2
1;57202;200607;30065;ANPPREV - MENSALIDADE;1;118,5;2
1;57202;200607;30065;ANPPREV - MENSALIDADE;2;34,62;2
1;57202;200607;82484;SUBSIDIO AP;0;11850;1
1;57202;200607;31000;GEAP - PLANO SAUDE - PARTIC.;1;58,47;2
1;57202;200607;98015;CONT P.SEGURIDADE SOCIAL APOS;0;1174,15;2
1;57202;200607;99001;IMPOSTO DE RENDA RETIDO FONTE;0;2845,59;2
1;57202;200607;82487;PARCELA COMPL.SUBSIDIO AP;1;1625,7;1
1;57202;200607;99997;TOTAL BRUTO;1;13475,7;3
1;57202;200607;99998;TOTAL DESCONTO;1;4534,93;3
1;57202;200607;99999;TOTAL LIQUIDO;1;8940,77;3
1;57202;200608;30657;GEAP PLANO SAUDE - MENSALIDADE;1;303,6;2
1;57202;200608;30065;ANPPREV - MENSALIDADE;1;103,86;2
1;57202;200608;82487;PARCELA COMPL.SUBSIDIO AP;1;1625,7;1
1;57202;200608;82484;SUBSIDIO AP;0;11850;1
1;57202;200608;98015;CONT P.SEGURIDADE SOCIAL APOS;0;1174,12;2
1;57202;200608;99001;IMPOSTO DE RENDA RETIDO FONTE;0;2845,6;2
1;57202;200608;99997;TOTAL BRUTO;0;13475,7;3
1;57202;200608;99998;TOTAL DESCONTO;0;4427,18;3
1;57202;200608;99999;TOTAL LIQUIDO;0;9048,52;3
1;57202;200609;30657;GEAP PLANO SAUDE - MENSALIDADE;1;303,6;2
1;57202;200609;30065;ANPPREV - MENSALIDADE;1;103,86;2
1;57202;200609;82487;PARCELA COMPL.SUBSIDIO AP;1;1625,7;1
1;57202;200609;31000;GEAP - PLANO SAUDE - PARTIC.;1;61,35;2
1;57202;200609;82484;SUBSIDIO AP;0;11850;1
1;57202;200609;98015;CONT P.SEGURIDADE SOCIAL APOS;0;1174,12;2
1;57202;200609;99001;IMPOSTO DE RENDA RETIDO FONTE;0;2845,6;2
1;57202;200609;99997;TOTAL BRUTO;0;13475,7;3
1;57202;200609;99998;TOTAL DESCONTO;0;4488,53;3
1;57202;200609;99999;TOTAL LIQUIDO;0;8987,17;3
1;57202;200610;30657;GEAP PLANO SAUDE - MENSALIDADE;1;303,6;2
1;57202;200610;30065;ANPPREV - MENSALIDADE;1;103,86;2
1;57202;200610;82487;PARCELA COMPL.SUBSIDIO AP;1;1625,7;1
1;57202;200610;31000;GEAP - PLANO SAUDE - PARTIC.;1;30,24;2
1;57202;200610;82484;SUBSIDIO AP;0;11850;1
1;57202;200610;98015;CONT P.SEGURIDADE SOCIAL APOS;0;1174,12;2
1;57202;200610;99001;IMPOSTO DE RENDA RETIDO FONTE;0;2845,6;2
1;57202;200610;99997;TOTAL BRUTO;0;13475,7;3
1;57202;200610;99998;TOTAL DESCONTO;0;4457,42;3
1;57202;200610;99999;TOTAL LIQUIDO;0;9018,28;3
1;57202;200611;30657;GEAP PLANO SAUDE - MENSALIDADE;1;303,6;2
1;57202;200611;30065;ANPPREV - MENSALIDADE;1;103,86;2
1;57202;200611;82487;PARCELA COMPL.SUBSIDIO AP;1;1625,7;1
1;57202;200611;82484;SUBSIDIO AP;0;11850;1
1;57202;200611;98015;CONT P.SEGURIDADE SOCIAL APOS;0;1174,12;2
1;57202;200611;99001;IMPOSTO DE RENDA RETIDO FONTE;0;2845,6;2
1;57202;200611;182;ADIANT.GRATIF.NATALINA - AP;1;6737,85;2
1;57202;200611;181;GRATIFICACAO NATALINA - AP;0;13475,7;1
1;57202;200611;9802;CONTR.PSS-GRATIF. NATALINA -AP;0;1174,12;2
1;57202;200611;99003;IRRF - 13  SAL./GRAT.NATALINA;0;2845,6;2
1;57202;200611;99997;TOTAL BRUTO;0;26951,4;3
1;57202;200611;99998;TOTAL DESCONTO;0;15184,75;3
1;57202;200611;99999;TOTAL LIQUIDO;0;11766,65;3
1;57202;200612;30657;GEAP PLANO SAUDE - MENSALIDADE;1;303,6;2
1;57202;200612;30065;ANPPREV - MENSALIDADE;1;103,86;2
1;57202;200612;82487;PARCELA COMPL.SUBSIDIO AP;1;1625,7;1
1;57202;200612;31000;GEAP - PLANO SAUDE - PARTIC.;1;65,31;2
1;57202;200612;82484;SUBSIDIO AP;0;11850;1
1;57202;200612;98015;CONT P.SEGURIDADE SOCIAL APOS;0;1174,12;2
1;57202;200612;99001;IMPOSTO DE RENDA RETIDO FONTE;0;2845,6;2
1;57202;200612;99997;TOTAL BRUTO;0;13475,7;3
1;57202;200612;99998;TOTAL DESCONTO;0;4492,49;3
1;57202;200612;99999;TOTAL LIQUIDO;0;8983,21;3
1;57202;200701;30657;GEAP PLANO SAUDE - MENSALIDADE;1;303,6;2
1;57202;200701;30065;ANPPREV - MENSALIDADE;1;103,86;2
1;57202;200701;82487;PARCELA COMPL.SUBSIDIO AP;1;1625,7;1
1;57202;200701;31000;GEAP - PLANO SAUDE - PARTIC.;1;51,54;2
1;57202;200701;82484;SUBSIDIO AP;0;12900,42;1
1;57202;200701;98015;CONT P.SEGURIDADE SOCIAL APOS;0;1289,67;2
1;57202;200701;99001;IMPOSTO DE RENDA RETIDO FONTE;0;3078,52;2
1;57202;200701;99001;IMPOSTO DE RENDA RETIDO FONTE;6;24,17;1
1;57202;200701;99997;TOTAL BRUTO;6;14550,29;3
1;57202;200701;99998;TOTAL DESCONTO;6;4827,19;3
1;57202;200701;99999;TOTAL LIQUIDO;6;9723,10;3
1;57202;200702;30657;GEAP PLANO SAUDE - MENSALIDADE;1;303,6;2
1;57202;200702;30065;ANPPREV - MENSALIDADE;1;103,86;2
1;57202;200702;82487;PARCELA COMPL.SUBSIDIO AP;1;575,28;1
1;57202;200702;82487;PARCELA COMPL.SUBSIDIO AP;6;1050,42;2
1;57202;200702;31000;GEAP - PLANO SAUDE - PARTIC.;1;4,81;2
1;57202;200702;82484;SUBSIDIO AP;0;12900,42;1
1;57202;200702;98015;CONT P.SEGURIDADE SOCIAL APOS;0;1058,58;2
1;57202;200702;99001;IMPOSTO DE RENDA RETIDO FONTE;0;2564,2;2
1;57202;200702;99997;TOTAL BRUTO;0;13475,70;3
1;57202;200702;99998;TOTAL DESCONTO;0;5085,60;3
1;57202;200702;99999;TOTAL LIQUIDO;0;8390,10;3
1;57202;200703;30657;GEAP PLANO SAUDE - MENSALIDADE;1;303,6;2
1;57202;200703;30065;ANPPREV - MENSALIDADE;1;103,86;2
1;57202;200703;82487;PARCELA COMPL.SUBSIDIO AP;1;575,28;1
1;57202;200703;31000;GEAP - PLANO SAUDE - PARTIC.;1;57,21;2
1;57202;200703;82484;SUBSIDIO AP;0;12900,42;1
1;57202;200703;98015;CONT P.SEGURIDADE SOCIAL APOS;0;1174,12;2
1;57202;200703;99001;IMPOSTO DE RENDA RETIDO FONTE;0;2821,43;2
1;57202;200703;99997;TOTAL BRUTO;0;13475,70;3
1;57202;200703;99998;TOTAL DESCONTO;0;4460,22;3
1;57202;200703;99999;TOTAL LIQUIDO;0;9015,48;3
1;57202;200704;30657;GEAP PLANO SAUDE - MENSALIDADE;1;303,6;2
1;57202;200704;30065;ANPPREV - MENSALIDADE;1;103,86;2
1;57202;200704;82487;PARCELA COMPL.SUBSIDIO AP;1;575,28;1
1;57202;200704;31000;GEAP - PLANO SAUDE - PARTIC.;1;124,45;2
1;57202;200704;82484;SUBSIDIO AP;0;12900,42;1
1;57202;200704;98015;CONT P.SEGURIDADE SOCIAL APOS;0;1163,95;2
1;57202;200704;99001;IMPOSTO DE RENDA RETIDO FONTE;0;2824,22;2
1;57202;200704;99997;TOTAL BRUTO;0;13475,70;3
1;57202;200704;99998;TOTAL DESCONTO;0;4520,08;3
1;57202;200704;99999;TOTAL LIQUIDO;0;8955,62;3
1;57202;200705;30657;GEAP PLANO SAUDE - MENSALIDADE;1;303,6;2
1;57202;200705;30065;ANPPREV - MENSALIDADE;1;103,86;2
1;57202;200705;82487;PARCELA COMPL.SUBSIDIO AP;1;575,28;1
1;57202;200705;31000;GEAP - PLANO SAUDE - PARTIC.;1;73,62;2
1;57202;200705;82484;SUBSIDIO AP;0;12900,42;1
1;57202;200705;98015;CONT P.SEGURIDADE SOCIAL APOS;0;1163,95;2
1;57202;200705;99001;IMPOSTO DE RENDA RETIDO FONTE;0;2824,22;2
1;57202;200705;99997;TOTAL BRUTO;0;13475,70;3
1;57202;200705;99998;TOTAL DESCONTO;0;4469,25;3
1;57202;200705;99999;TOTAL LIQUIDO;0;9006,45;3
1;57202;200706;30657;GEAP PLANO SAUDE - MENSALIDADE;1;303,6;2
1;57202;200706;30065;ANPPREV - MENSALIDADE;1;103,86;2
1;57202;200706;82487;PARCELA COMPL.SUBSIDIO AP;1;575,28;1
1;57202;200706;31000;GEAP - PLANO SAUDE - PARTIC.;1;122,14;2
1;57202;200706;82484;SUBSIDIO AP;0;12900,42;1
1;57202;200706;98015;CONT P.SEGURIDADE SOCIAL APOS;0;1163,95;2
1;57202;200706;99001;IMPOSTO DE RENDA RETIDO FONTE;0;2824,22;2
1;57202;200706;182;ADIANT.GRATIF.NATALINA - AP;1;6737,85;1
1;57202;200706;99997;TOTAL BRUTO;1;20213,55;3
1;57202;200706;99998;TOTAL DESCONTO;1;4517,77;3
1;57202;200706;99999;TOTAL LIQUIDO;1;15695,78;3
1;57202;200707;30657;GEAP PLANO SAUDE - MENSALIDADE;1;303,6;2
1;57202;200707;30065;ANPPREV - MENSALIDADE;1;153,12;2
1;57202;200707;82487;PARCELA COMPL.SUBSIDIO AP;1;575,28;1
1;57202;200707;31000;GEAP - PLANO SAUDE - PARTIC.;1;10,08;2
1;57202;200707;82484;SUBSIDIO AP;0;12900,42;1
1;57202;200707;98015;CONT P.SEGURIDADE SOCIAL APOS;0;1163,95;2
1;57202;200707;99001;IMPOSTO DE RENDA RETIDO FONTE;0;2824,22;2
1;57202;200707;99997;TOTAL BRUTO;0;13475,70;3
1;57202;200707;99998;TOTAL DESCONTO;0;4454,97;3
1;57202;200707;99999;TOTAL LIQUIDO;0;9020,73;3
1;57202;200708;30657;GEAP PLANO SAUDE - MENSALIDADE;1;303,6;2
1;57202;200708;30065;ANPPREV - MENSALIDADE;1;153,12;2
1;57202;200708;82487;PARCELA COMPL.SUBSIDIO AP;1;575,28;1
1;57202;200708;82484;SUBSIDIO AP;0;12900,42;1
1;57202;200708;98015;CONT P.SEGURIDADE SOCIAL APOS;0;1163,95;2
1;57202;200708;99001;IMPOSTO DE RENDA RETIDO FONTE;0;2824,22;2
1;57202;200708;99997;TOTAL BRUTO;0;13475,70;3
1;57202;200708;99998;TOTAL DESCONTO;0;4444,89;3
1;57202;200708;99999;TOTAL LIQUIDO;0;9030,81;3
1;57202;200709;30657;GEAP PLANO SAUDE - MENSALIDADE;1;303,6;2
1;57202;200709;30065;ANPPREV - MENSALIDADE;1;153,12;2
1;57202;200709;82487;PARCELA COMPL.SUBSIDIO AP;1;575,28;1
1;57202;200709;82484;SUBSIDIO AP;0;12900,42;1
1;57202;200709;98015;CONT P.SEGURIDADE SOCIAL APOS;0;1163,95;2
1;57202;200709;99001;IMPOSTO DE RENDA RETIDO FONTE;0;2824,22;2
1;57202;200709;31000;GEAP - PLANO SAUDE - PARTIC.;1;34,38;2
1;57202;200709;99997;TOTAL BRUTO;1;13475,70;3
1;57202;200709;99998;TOTAL DESCONTO;1;4479,27;3
1;57202;200709;99999;TOTAL LIQUIDO;1;8996,43;3
1;57202;200710;30657;GEAP PLANO SAUDE - MENSALIDADE;1;333,96;2
1;57202;200710;30065;ANPPREV - MENSALIDADE;1;153,12;2
1;57202;200710;82487;PARCELA COMPL.SUBSIDIO AP;1;575,28;1
1;57202;200710;31000;GEAP - PLANO SAUDE - PARTIC.;1;82,38;2
1;57202;200710;82484;SUBSIDIO AP;0;12900,42;1
1;57202;200710;98015;CONT P.SEGURIDADE SOCIAL APOS;0;1163,95;2
1;57202;200710;99001;IMPOSTO DE RENDA RETIDO FONTE;0;2824,22;2
1;57202;200710;99997;TOTAL BRUTO;0;13475,70;3
1;57202;200710;99998;TOTAL DESCONTO;0;4557,63;3
1;57202;200710;99999;TOTAL LIQUIDO;0;8918,07;3
1;57202;200711;30657;GEAP PLANO SAUDE - MENSALIDADE;1;333,96;2
1;57202;200711;30065;ANPPREV - MENSALIDADE;1;153,12;2
1;57202;200711;82487;PARCELA COMPL.SUBSIDIO AP;1;575,28;1
1;57202;200711;31000;GEAP - PLANO SAUDE - PARTIC.;1;43,39;2
1;57202;200711;82484;SUBSIDIO AP;0;12900,42;1
1;57202;200711;98015;CONT P.SEGURIDADE SOCIAL APOS;0;1870,88;2
1;57202;200711;99001;IMPOSTO DE RENDA RETIDO FONTE;0;4397,15;2
1;57202;200711;219;PAGAMENTO EXERC. ANTERIORES AP;1;6426,67;1
1;57202;200711;182;ADIANT.GRATIF.NATALINA - AP;1;6737,85;2
1;57202;200711;181;GRATIFICACAO NATALINA - AP;0;13475,7;1
1;57202;200711;9802;CONTR.PSS-GRATIF. NATALINA -AP;0;1163,95;2
1;57202;200711;99003;IRRF - 13  SAL./GRAT.NATALINA;0;2824,22;2
1;57202;200711;99997;TOTAL BRUTO;0;33378,07;3
1;57202;200711;99998;TOTAL DESCONTO;0;17524,52;3
1;57202;200711;99999;TOTAL LIQUIDO;0;15853,55;3
1;57202;200712;30657;GEAP PLANO SAUDE - MENSALIDADE;1;333,96;2
1;57202;200712;30065;ANPPREV - MENSALIDADE;1;153,12;2
1;57202;200712;82487;PARCELA COMPL.SUBSIDIO AP;1;575,28;1
1;57202;200712;31000;GEAP - PLANO SAUDE - PARTIC.;1;59,11;2
1;57202;200712;82484;SUBSIDIO AP;0;12900,42;1
1;57202;200712;98015;CONT P.SEGURIDADE SOCIAL APOS;0;1163,95;2
1;57202;200712;99001;IMPOSTO DE RENDA RETIDO FONTE;0;2824,22;2
1;57202;200712;99997;TOTAL BRUTO;0;13475,70;3
1;57202;200712;99998;TOTAL DESCONTO;0;4534,36;3
1;57202;200712;99999;TOTAL LIQUIDO;0;8941,34;3
1;57202;200801;30657;GEAP PLANO SAUDE - MENSALIDADE;1;333,96;2
1;57202;200801;30065;ANPPREV - MENSALIDADE;1;153,12;2
1;57202;200801;31000;GEAP - PLANO SAUDE - PARTIC.;1;29,55;2
1;57202;200801;99001;IMPOSTO DE RENDA RETIDO FONTE;6;25,26;1
1;57202;200801;82484;SUBSIDIO AP;0;14954,9;1
1;57202;200801;98015;CONT P.SEGURIDADE SOCIAL APOS;0;1326,66;2
1;57202;200801;99001;IMPOSTO DE RENDA RETIDO FONTE;0;3160,99;2
1;57202;200801;99997;TOTAL BRUTO;0;14980,16;3
1;57202;200801;99998;TOTAL DESCONTO;0;5004,28;3
1;57202;200801;99999;TOTAL LIQUIDO;0;9975,88;3
1;57202;200802;30657;GEAP PLANO SAUDE - MENSALIDADE;1;333,96;2
1;57202;200802;30065;ANPPREV - MENSALIDADE;1;153,12;2
1;57202;200802;31000;GEAP - PLANO SAUDE - PARTIC.;1;42,59;2
1;57202;200802;82484;SUBSIDIO AP;0;14954,9;1
1;57202;200802;98015;CONT P.SEGURIDADE SOCIAL APOS;0;1326,66;2
1;57202;200802;99001;IMPOSTO DE RENDA RETIDO FONTE;0;3160,99;2
1;57202;200802;99997;TOTAL BRUTO;0;14954,9;3
1;57202;200802;99998;TOTAL DESCONTO;0;5017,32;3
1;57202;200802;99999;TOTAL LIQUIDO;0;9937,58;3
1;57202;200803;30657;GEAP PLANO SAUDE - MENSALIDADE;1;333,96;2
1;57202;200803;30065;ANPPREV - MENSALIDADE;1;153,12;2
1;57202;200803;31000;GEAP - PLANO SAUDE - PARTIC.;1;87,02;2
1;57202;200803;82484;SUBSIDIO AP;0;14954,9;1
1;57202;200803;98015;CONT P.SEGURIDADE SOCIAL APOS;0;1310,75;2
1;57202;200803;99001;IMPOSTO DE RENDA RETIDO FONTE;0;3165,37;2
1;57202;200803;99997;TOTAL BRUTO;0;14954,9;3
1;57202;200803;99998;TOTAL DESCONTO;0;5050,22;3
1;57202;200803;99999;TOTAL LIQUIDO;0;9904,68;3
1;57202;200804;30657;GEAP PLANO SAUDE - MENSALIDADE;1;333,96;2
1;57202;200804;30065;ANPPREV - MENSALIDADE;1;153,12;2
1;57202;200804;82484;SUBSIDIO AP;0;14954,9;1
1;57202;200804;98015;CONT P.SEGURIDADE SOCIAL APOS;0;1310,75;2
1;57202;200804;99001;IMPOSTO DE RENDA RETIDO FONTE;0;3165,37;2
1;57202;200804;99997;TOTAL BRUTO;0;14954,9;3
1;57202;200804;99998;TOTAL DESCONTO;0;4963,20;3
1;57202;200804;99999;TOTAL LIQUIDO;0;9991,70;3
1;57202;200805;30657;GEAP PLANO SAUDE - MENSALIDADE;1;400;2
1;57202;200805;30065;ANPPREV - MENSALIDADE;1;153,12;2
1;57202;200805;31000;GEAP - PLANO SAUDE - PARTIC.;1;12;2
1;57202;200805;82484;SUBSIDIO AP;0;14954,9;1
1;57202;200805;98015;CONT P.SEGURIDADE SOCIAL APOS;0;1310,75;2
1;57202;200805;99001;IMPOSTO DE RENDA RETIDO FONTE;0;3165,37;2
1;57202;200805;99997;TOTAL BRUTO;0;14954,9;3
1;57202;200805;99998;TOTAL DESCONTO;0;5041,24;3
1;57202;200805;99999;TOTAL LIQUIDO;0;9913,66;3
1;57202;200806;30657;GEAP PLANO SAUDE - MENSALIDADE;1;400;2
1;57202;200806;30065;ANPPREV - MENSALIDADE;1;153,12;2
1;57202;200806;31000;GEAP - PLANO SAUDE - PARTIC.;1;135,76;2
1;57202;200806;82484;SUBSIDIO AP;0;14954,9;1
1;57202;200806;98015;CONT P.SEGURIDADE SOCIAL APOS;0;1310,75;2
1;57202;200806;99001;IMPOSTO DE RENDA RETIDO FONTE;0;3165,37;2
1;57202;200806;182;ADIANT.GRATIF.NATALINA - AP;1;7477,45;1
1;57202;200806;99997;TOTAL BRUTO;1;22432,35;3
1;57202;200806;99998;TOTAL DESCONTO;1;5165,00;3
1;57202;200806;99999;TOTAL LIQUIDO;1;17267,35;3
1;57202;200807;30657;GEAP PLANO SAUDE - MENSALIDADE;1;400;2
1;57202;200807;30065;ANPPREV - MENSALIDADE;1;153,12;2
1;57202;200807;31000;GEAP - PLANO SAUDE - PARTIC.;1;127,93;2
1;57202;200807;82484;SUBSIDIO AP;0;14954,9;1
1;57202;200807;98015;CONT P.SEGURIDADE SOCIAL APOS;0;1310,75;2
1;57202;200807;99001;IMPOSTO DE RENDA RETIDO FONTE;0;3165,37;2
1;57202;200807;99997;TOTAL BRUTO;0;14954,9;3
1;57202;200807;99998;TOTAL DESCONTO;0;5157,17;3
1;57202;200807;99999;TOTAL LIQUIDO;0;9797,73;3
1;57202;200808;30657;GEAP PLANO SAUDE - MENSALIDADE;1;400;2
1;57202;200808;30065;ANPPREV - MENSALIDADE;1;153,12;2
1;57202;200808;31000;GEAP - PLANO SAUDE - PARTIC.;1;42,41;2
